number,number,number,string,string,string,number,number,number,string,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,string,string,string
1000,408,77,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/71vtjy29d1eqhk3jg4693qbgh19p6ib.png/82px-%E5%A4%B4%E5%83%8F_%E7%B4%A2%E8%8F%B2%E4%BA%9A.png,先知,6791a07ef1014a639fcca8a4,431,90,90,索菲亚,3152,242,150,20,30,305,0,0,0.1,0,0,0,0.15,0.1,0.35,0.35,部队血量高于80%时，遭受暴击率降低10%。,受到攻击进入战斗时，伤害提升10%。,僧侣
1000,370,92,https://patchwiki.biligame.com/images/langrisser/thumb/4/42/jehi90x9mebcr9xdr9fnfrrsnkq4dtl.png/82px-%E5%A4%B4%E5%83%8F_%E6%A0%91%E4%B9%8B%E8%B4%A4%E8%80%85.png,巫师,6791a07ef1014a639fcca8a1,544,90,90,树之贤者,3279,250,150,20,30,256,0,0,0.1,0,0,0,0.2,0.15,0.35,0.3,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,主动攻击血量百分比低于自身的部队时，进入战斗后伤害提升10%。,法师
1000,398,77,https://patchwiki.biligame.com/images/langrisser/thumb/5/5a/71vtjy29d1eqhk3jg4693qbgh19p6ib.png/82px-%E5%A4%B4%E5%83%8F_%E7%B4%A2%E8%8F%B2%E4%BA%9A.png,圣者,6791a07ef1014a639fcca8a5,466,90,90,索菲亚,3305,261,150,20,30,305,0,0,0.1,0,0,0,0.15,0.1,0.35,0.35,部队血量低于50%时，遭受伤害降低10%。,主动攻击进入战斗时，士兵伤害提升20%。,僧侣
1000,286,118,https://patchwiki.biligame.com/images/langrisser/thumb/3/3a/2ajmft8w9x3hgnpqgfof9djeqndw134.png/82px-%E5%A4%B4%E5%83%8F_%E7%B4%A2%E5%B0%BC%E5%A8%85.png,独角兽统帅,6791a07ef1014a639fcca8a6,380,90,90,索尼娅,3523,292,30,20,150,386,0.05,0.05,0.05,0.05,0.05,0.05,0.35,0.4,0.1,0.1,受到攻击进入战斗时，遭受魔法伤害降低10%。,部队血量高于80%时，伤害提升10%。,法师
1000,258,118,https://patchwiki.biligame.com/images/langrisser/thumb/3/3a/2ajmft8w9x3hgnpqgfof9djeqndw134.png/82px-%E5%A4%B4%E5%83%8F_%E7%B4%A2%E5%B0%BC%E5%A8%85.png,强袭统帅,6791a07ef1014a639fcca8a7,259,90,90,索尼娅,3523,281,30,20,150,562,0.05,0.05,0.05,0.05,0.05,0.05,0.35,0.4,0.1,0.1,攻击前每移动1格，部队遭受伤害降低3%（上限15%）。,攻击前每移动1格，伤害提升3%（上限15%）。,骑兵
1000,303,150,https://patchwiki.biligame.com/images/langrisser/thumb/1/17/q6hka4dnibd1ybyzqr6sujkee08q1f7.png/82px-%E5%A4%B4%E5%83%8F_%E5%A1%94%E5%B8%83%E8%8E%89%E4%B8%9D.png,凛空黯翼,6791a07ef1014a639fcca8a8,271,90,90,塔布莉丝,4175,313,30,20,150,603,0,0,0,0,0,0,0.3,0.4,0.15,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,飞兵
1000,270,150,https://patchwiki.biligame.com/images/langrisser/thumb/1/17/q6hka4dnibd1ybyzqr6sujkee08q1f7.png/82px-%E5%A4%B4%E5%83%8F_%E5%A1%94%E5%B8%83%E8%8E%89%E4%B8%9D.png,剑斗统帅,6791a07ef1014a639fcca8a9,271,90,90,塔布莉丝,4354,335,30,20,150,571,0,0,0,0,0,0,0.3,0.4,0.15,0.15,部队血量低于70%时，进入战斗后遭受伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,步兵
1000,260,299,https://patchwiki.biligame.com/images/langrisser/thumb/4/45/4lkw6vewkmb7bxpauc3s3c6fp98evug.png/82px-%E5%A4%B4%E5%83%8F_%E5%A1%94%E5%A1%94%E5%88%A9%E4%BA%9A.png,恶欲裁罚,6791a07ef1014a639fcca8aa,249,90,90,塔塔利亚,3901,304,30,20,150,566,0,0,0,0,0,0,0.15,0.35,0.3,0.2,受到具有弱化效果"的部队攻击进入战斗时，遭受伤害降低10%。",部队血量低于70%时，进入战斗后伤害提升10%。,刺客
1000,291,256,https://patchwiki.biligame.com/images/langrisser/thumb/4/45/4lkw6vewkmb7bxpauc3s3c6fp98evug.png/82px-%E5%A4%B4%E5%83%8F_%E5%A1%94%E5%A1%94%E5%88%A9%E4%BA%9A.png,希望之花,6791a07ef1014a639fcca8ab,249,90,90,塔塔利亚,3595,304,30,20,150,566,0,0,0,0,0,0,0.15,0.35,0.3,0.2,部队血量低于70%时，进入战斗后遭受伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,刺客
1000,298,140,https://patchwiki.biligame.com/images/langrisser/thumb/c/c0/grzxn6epahvu8rkv91r19r6yxqnw8pr.png/82px-%E5%A4%B4%E5%83%8F_%E6%B3%B0%E5%85%B0%E6%8F%90%E5%B0%94.png,不灭帝皇,6791a07ef1014a639fcca8ac,239,90,90,泰兰提尔,5019,362,30,20,150,559,0,0,0,0,0,0,0.3,0.35,0.2,0.2,部队血量100%时，遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,步兵
1000,321,157,https://patchwiki.biligame.com/images/langrisser/thumb/c/c0/grzxn6epahvu8rkv91r19r6yxqnw8pr.png/82px-%E5%A4%B4%E5%83%8F_%E6%B3%B0%E5%85%B0%E6%8F%90%E5%B0%94.png,终末之誓,6791a07ef1014a639fcca8ad,239,90,90,泰兰提尔,4674,335,30,20,150,590,0,0,0,0,0,0,0.3,0.35,0.2,0.2,部队血量高于80%时，遭受暴击率降低10%。,与血量百分比低于自身的部队交战时，进入战斗后伤害提升10%。,飞兵
1000,211,90,https://patchwiki.biligame.com/images/langrisser/thumb/a/a8/ewwcr7616k31lz3lj0xbzgwgxh2u4dt.png/82px-%E5%A4%B4%E5%83%8F_%E7%BC%87%E9%9B%85%E5%A8%9C.png,皇家卫士,6791a07ef1014a639fcca8ae,210,90,90,缇雅娜,4752,386,30,20,150,531,0,0,0,0,0,0,0.2,0.35,0.3,0.15,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,枪兵
1000,289,105,https://patchwiki.biligame.com/images/langrisser/thumb/a/a8/ewwcr7616k31lz3lj0xbzgwgxh2u4dt.png/82px-%E5%A4%B4%E5%83%8F_%E7%BC%87%E9%9B%85%E5%A8%9C.png,影锋暗将,6791a07ef1014a639fcca8af,231,90,90,缇雅娜,4111,355,30,20,150,564,0,0,0,0,0,0,0.2,0.35,0.3,0.15,部队血量高于80%时，遭受暴击率降低10%。,受到远程攻击进入战斗时，伤害提升10%。,刺客
1000,313,172,https://patchwiki.biligame.com/images/langrisser/thumb/a/ac/nrwwcppvbio8gm0zvpdr5zg7pgwv19g.png/82px-%E5%A4%B4%E5%83%8F_%E9%93%81%E8%A1%80%E6%80%BB%E5%B8%85.png,术法剑师,6791a07ef1014a639fcca8b0,585,90,90,铁血总帅,3998,299,150,20,30,267,0,0,0.05,0,0,0,0.3,0.4,0.2,0.25,主动攻击进入战斗时，部队遭受伤害降低10%。,受到魔法攻击进入战斗时，伤害提升10%。,步兵
1000,324,172,https://patchwiki.biligame.com/images/langrisser/thumb/a/ac/nrwwcppvbio8gm0zvpdr5zg7pgwv19g.png/82px-%E5%A4%B4%E5%83%8F_%E9%93%81%E8%A1%80%E6%80%BB%E5%B8%85.png,方舟总帅,6791a07ef1014a639fcca8b1,585,90,90,铁血总帅,3695,265,150,20,30,295,0,0,0.05,0,0,0,0.3,0.4,0.2,0.25,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到物理攻击进入战斗时，伤害提升10%。,僧侣
1000,364,96,https://patchwiki.biligame.com/images/langrisser/thumb/0/00/rb0677v62w6shfnx67f941qvveudd5s.png/82px-%E5%A4%B4%E5%83%8F_%E6%89%98%E7%B1%B3%E5%B0%94%E5%85%8B.png,全视者,6791a07ef1014a639fcca8b2,566,90,90,托米尔克,3644,255,150,20,30,256,0,0,0,0,0,0,0.2,0.4,0.15,0.25,部队血量高于80%时，遭受暴击率降低10%。,部队血量低于70%时，进入战斗后伤害提升10%。,法师
1000,341,96,https://patchwiki.biligame.com/images/langrisser/thumb/0/00/rb0677v62w6shfnx67f941qvveudd5s.png/82px-%E5%A4%B4%E5%83%8F_%E6%89%98%E7%B1%B3%E5%B0%94%E5%85%8B.png,未世的祈颂,6791a07ef1014a639fcca8b3,566,90,90,托米尔克,3334,275,150,20,30,256,0,0,0,0,0,0,0.2,0.4,0.15,0.25,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,治疗效果提升10%。,僧侣
1000,283,159,https://patchwiki.biligame.com/images/langrisser/thumb/6/62/k9ly4qrifgwvc2qp5txxkmt1dvv2mkt.png/82px-%E5%A4%B4%E5%83%8F_%E6%89%98%E5%A8%83.png,流浪剑客,6791a07ef1014a639fcca8b4,283,90,90,托娃,4696,346,30,20,150,560,0,0.05,0,0.05,0,0,0.3,0.3,0.4,0.15,部队血量低于70%时，进入战斗后遭受伤害降低10%,部队血量100%时，伤害提升10%,步兵
1000,319,176,https://patchwiki.biligame.com/images/langrisser/thumb/6/62/k9ly4qrifgwvc2qp5txxkmt1dvv2mkt.png/82px-%E5%A4%B4%E5%83%8F_%E6%89%98%E5%A8%83.png,圣天马星骑,6791a07ef1014a639fcca8b5,257,90,90,托娃,4375,322,30,20,150,560,0,0.05,0,0.05,0,0,0.3,0.3,0.4,0.15,主动攻击进入战斗时，部队遣受伤害降低10%,受到近战攻击进入战斗时，伤害提升10%,飞兵
1000,303,80,https://patchwiki.biligame.com/images/langrisser/thumb/5/56/p406ushde25xg7k98fpgyqanuxp81au.png/82px-%E5%A4%B4%E5%83%8F_%E5%A8%81%E6%8B%89.png,军师,6791a07ef1014a639fcca8b6,545,90,90,威拉,2844,228,150,20,30,312,0,0,0.05,0,0,0,0.4,0.15,0.25,0.35,部队血量100%时，遭受伤害降低10%。,部队血量100%时，伤害提升10%。,僧侣
1000,310,80,https://patchwiki.biligame.com/images/langrisser/thumb/5/56/p406ushde25xg7k98fpgyqanuxp81au.png/82px-%E5%A4%B4%E5%83%8F_%E5%A8%81%E6%8B%89.png,先知,6791a07ef1014a639fcca8b7,504,90,90,威拉,2713,211,150,20,30,312,0,0,0.05,0,0,0,0.4,0.15,0.25,0.35,遭受范围伤害降低10%。,主动攻击进入战斗时，伤害提升10%。,僧侣
1000,325,179,https://patchwiki.biligame.com/images/langrisser/thumb/0/05/n7k0bzvnuj5x0ri7cym8fqcteyh59jb.png/82px-%E5%A4%B4%E5%83%8F_%E8%96%87%E8%8E%89%E5%A8%85.png,裁决之镰,6791a07ef1014a639fcca8b8,593,90,90,薇莉娅,3948,275,150,20,30,290,0,0,0,0,0,0,0.2,0.4,0.3,0.1,受到攻击进入战斗时，遭受物理伤害降低10%。,范围伤害提升10%。,法师
1000,381,133,https://patchwiki.biligame.com/images/langrisser/thumb/0/05/n7k0bzvnuj5x0ri7cym8fqcteyh59jb.png/82px-%E5%A4%B4%E5%83%8F_%E8%96%87%E8%8E%89%E5%A8%85.png,咒法术师,6791a07ef1014a639fcca8b9,593,90,90,薇莉娅,3649,286,150,20,30,262,0,0,0,0,0,0,0.2,0.4,0.3,0.1,部队血量高于80%时，遭受暴击率降低10%。,受到物理攻击进入战斗时，伤害提升10%。,法师
1000,260,301,https://patchwiki.biligame.com/images/langrisser/thumb/5/51/1obgn88h09k5r5ieacp5iugiryt6qdq.png/82px-%E5%A4%B4%E5%83%8F_%E7%BB%B4%E5%B0%94%E7%BA%B3.png,强袭斗将,6791a07ef1014a639fcca8ba,244,90,90,维尔纳,4269,303,30,20,150,552,0,0,0,0,0,0,0.3,0.4,0.15,0.15,受到远程攻击时，遭受伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,刺客
1000,280,181,https://patchwiki.biligame.com/images/langrisser/thumb/5/51/1obgn88h09k5r5ieacp5iugiryt6qdq.png/82px-%E5%A4%B4%E5%83%8F_%E7%BB%B4%E5%B0%94%E7%BA%B3.png,英雄,6791a07ef1014a639fcca8bb,244,90,90,维尔纳,4572,339,30,20,150,583,0,0,0,0,0,0,0.3,0.4,0.15,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,步兵
1000,252,150,https://patchwiki.biligame.com/images/langrisser/thumb/0/0d/j64afmx35dvdqxfkc8ulipc0o9t8cw9.png/82px-%E5%A4%B4%E5%83%8F_%E7%BB%B4%E6%8B%89%E7%8E%96.png,海斗统帅,6791a07ef1014a639fcca8bc,259,90,90,维拉玖,4155,310,30,20,150,614,0,0.05,0,0,0,0,0.35,0.4,0.15,0.1,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,水兵
1000,271,150,https://patchwiki.biligame.com/images/langrisser/thumb/0/0d/j64afmx35dvdqxfkc8ulipc0o9t8cw9.png/82px-%E5%A4%B4%E5%83%8F_%E7%BB%B4%E6%8B%89%E7%8E%96.png,剑士统帅,6791a07ef1014a639fcca8bd,285,90,90,维拉玖,4472,334,30,20,150,582,0,0.05,0,0,0,0,0.35,0.4,0.15,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,步兵
1000,305,162,https://patchwiki.biligame.com/images/langrisser/thumb/d/d6/6zr9khocak75ejhvc3fhgzvyj9xr05t.png/82px-%E5%A4%B4%E5%83%8F_%E7%BB%B4%E5%9D%A6.png,魔翼斗将,6791a07ef1014a639fcca8be,235,90,90,维坦,4411,337,30,20,150,614,0,0,0,0,0,0,0.35,0.35,0.15,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,部队血量低于70%时，进入战斗后伤害提升10%。,飞兵
1000,252,162,https://patchwiki.biligame.com/images/langrisser/thumb/d/d6/6zr9khocak75ejhvc3fhgzvyj9xr05t.png/82px-%E5%A4%B4%E5%83%8F_%E7%BB%B4%E5%9D%A6.png,混沌代行者,6791a07ef1014a639fcca8bf,235,90,90,维坦,5059,388,30,20,150,614,0,0,0,0,0,0,0.35,0.35,0.15,0.15,自身处于危险范围内，遭受暴击率降低10%。,部队血量高于80%时，战斗中造成伤害提升10%。,魔物
1000,315,179,https://patchwiki.biligame.com/images/langrisser/thumb/9/99/0id35hw8fs1ftx2wl4beoyl31qr2arn.png/82px-%E5%A4%B4%E5%83%8F_%E6%96%87%E6%A3%AE%E7%89%B9.png,邪神之翼,6791a07ef1014a639fcca8c0,216,90,90,文森特,4348,291,30,20,150,589,0,0,0,0,0,0,0.2,0.25,0.2,0.35,在天空时，遭受物理伤害降低10%.,在天空时，范围伤害提升10%.,魔物
1000,315,179,https://patchwiki.biligame.com/images/langrisser/thumb/9/99/0id35hw8fs1ftx2wl4beoyl31qr2arn.png/82px-%E5%A4%B4%E5%83%8F_%E6%96%87%E6%A3%AE%E7%89%B9.png,翠晶统帅,6791a07ef1014a639fcca8c1,216,90,90,文森特,4034,267,30,20,150,589,0,0,0,0,0,0,0.2,0.25,0.2,0.35,部队血量高于80%时，遭受暴击率降低10%.,受到攻击进入战斗时，伤害提升10%.,飞兵
1000,241,122,https://patchwiki.biligame.com/images/langrisser/thumb/f/f0/7hrt2yy8ungp6n5tvo0mogk620ulb3h.png/82px-%E5%A4%B4%E5%83%8F_%E6%B2%83%E5%B0%94%E7%BA%B3.png,机械统帅,6791a07ef1014a639fcca8c2,233,90,90,沃尔纳,4311,288,30,20,150,572,0,0.05,0,0,0,0,0.3,0.35,0.2,0.15,遭受范围伤害降低10%。,部队血量低于70%时，伤害提升10%。,骑兵
1000,270,122,https://patchwiki.biligame.com/images/langrisser/thumb/f/f0/7hrt2yy8ungp6n5tvo0mogk620ulb3h.png/82px-%E5%A4%B4%E5%83%8F_%E6%B2%83%E5%B0%94%E7%BA%B3.png,皇家骑士,6791a07ef1014a639fcca8c3,233,90,90,沃尔纳,4632,300,30,20,150,541,0,0.05,0,0,0,0,0.3,0.35,0.2,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到物理攻击进入战斗时，伤害提升10%。,骑兵
1000,244,290,https://patchwiki.biligame.com/images/langrisser/thumb/6/61/l1pbjnbxrwrn7hspcb3pjum4dr60fks.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%BE%E9%A3%8E.png,影,6791a07ef1014a639fcca8c4,244,90,90,雾风,3747,267,30,20,150,527,0,0,0,0,0,0,0.35,0.4,0.1,0.1,受到攻击进入战斗时，遭受魔法伤害降低10%。,部队血量低于70%时，暴击伤害提升10%。,刺客
1000,263,250,https://patchwiki.biligame.com/images/langrisser/thumb/6/61/l1pbjnbxrwrn7hspcb3pjum4dr60fks.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%BE%E9%A3%8E.png,剑圣,6791a07ef1014a639fcca8c5,244,90,90,雾风,4027,277,30,20,150,585,0,0,0,0,0,0,0.35,0.4,0.1,0.1,部队血量高于80%时，进入战斗后遭受伤害降低10%。,部队血量高于80%时，暴击伤害提升10%。,步兵
1000,316,224,https://patchwiki.biligame.com/images/langrisser/thumb/d/d8/ij22canhnpvbu06emq96py22iv7waem.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%BE%E9%A6%99.png,圣印歌巫女,6791a07ef1014a639fcca8c6,249,90,90,雾香,3608,246,30,20,150,570,0,0,0,0,0,0,0.2,0.35,0.2,0.25,自身处于[危险范围]内，遭受暴击率降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,弓兵
1000,290,255,https://patchwiki.biligame.com/images/langrisser/thumb/d/d8/ij22canhnpvbu06emq96py22iv7waem.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%BE%E9%A6%99.png,龙翼弓奏者,6791a07ef1014a639fcca8c7,249,90,90,雾香,3608,275,30,20,150,570,0,0,0,0,0,0,0.2,0.35,0.2,0.25,受到近战攻击时，遭受物理伤害降低10%。,部队血量低于70%时，伤害提升10%。,弓兵
1000,254,259,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/0f696s3ltzvr4ey10h6u2d1zji3lquu.png/82px-%E5%A4%B4%E5%83%8F_%E8%A5%BF%E6%A0%BC%E7%8E%9B.png,超越者之刃,6791a07ef1014a639fcca8c8,244,90,90,西格玛,3609,263,30,20,150,600,0,0,0,0,0,0.1,0.3,0.35,0.2,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,SP刺客
1000,260,185,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/0f696s3ltzvr4ey10h6u2d1zji3lquu.png/82px-%E5%A4%B4%E5%83%8F_%E8%A5%BF%E6%A0%BC%E7%8E%9B.png,剑斗统帅,6791a07ef1014a639fcca8c9,244,90,90,西格玛,3419,270,30,20,150,593,0,0,0,0,0,0.1,0.3,0.4,0.1,0.2,受到远程攻击时，进入战斗后，遭受伤害降低10%。,近战攻击时，进入战斗后伤害提升10%。,步兵
1000,315,233,https://patchwiki.biligame.com/images/langrisser/thumb/d/db/0f696s3ltzvr4ey10h6u2d1zji3lquu.png/82px-%E5%A4%B4%E5%83%8F_%E8%A5%BF%E6%A0%BC%E7%8E%9B.png,游侠,6791a07ef1014a639fcca8ca,244,90,90,西格玛,3262,250,30,20,150,564,0,0,0,0,0,0.1,0.3,0.4,0.1,0.2,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,主动攻击血量百分比高于自身的部队时，进入战斗后伤害提升10%。,弓兵
1000,207,106,https://patchwiki.biligame.com/images/langrisser/thumb/e/e8/ggn48kfmbu2zxqu67nyw9r52zfct68m.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%8C%E5%B0%94%E8%BE%BE.png,大元帅,6791a07ef1014a639fcca8cb,247,90,90,希尔达,5372,357,30,20,150,548,0,0.1,0,0,0,0,0.2,0.3,0.4,0.1,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,枪兵
1000,319,224,https://patchwiki.biligame.com/images/langrisser/thumb/1/12/eugcsd3erizkyd5k8l9165n9isvij84.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%8C%E7%90%B3%E5%8D%A1.png,破灭之翼,6791a07ef1014a639fcca8cd,294,90,90,希琳卡,3676,263,30,20,150,537,0,0.05,0,0,0,0,0.25,0.35,0.25,0.15,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到远程攻击进入战斗时，伤害提升10%。,弓兵
1000,260,118,https://patchwiki.biligame.com/images/langrisser/thumb/e/e8/ggn48kfmbu2zxqu67nyw9r52zfct68m.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%8C%E5%B0%94%E8%BE%BE.png,皇家骑士,6791a07ef1014a639fcca8cc,247,90,90,希尔达,5057,311,30,20,150,577,0,0.1,0,0,0,0,0.2,0.3,0.4,0.1,部队血量高于80%时，遭受暴击率降低10%。,主动攻击进入战斗时，伤害提升10%。,骑兵
1000,283,253,https://patchwiki.biligame.com/images/langrisser/thumb/1/12/eugcsd3erizkyd5k8l9165n9isvij84.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%8C%E7%90%B3%E5%8D%A1.png,剑圣,6791a07ef1014a639fcca8ce,294,90,90,希琳卡,4456,295,30,20,150,595,0,0.05,0,0,0,0,0.25,0.35,0.25,0.15,与血量百分比低于自身的部队交战时，进入战斗后遭受伤害降低10%。,受到近战攻击进入战斗时，伤害提升10%。,步兵
1000,265,295,https://patchwiki.biligame.com/images/langrisser/thumb/1/1f/4nyd7r25p55jphjppkeps389wz9002u.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%AD%E6%81%A9.png,暮影刺客,6791a07ef1014a639fcca8cf,235,90,90,席恩,3913,305,30,20,150,544,0,0,0,0,0,0,0.3,0.25,0.3,0.15,自身处于[危险范围]内，遭受暴击率降低10%。,主动攻击血量百分比低于自身的部队时，进入战斗后伤害提升10%。,刺客
1000,324,225,https://patchwiki.biligame.com/images/langrisser/thumb/1/1f/4nyd7r25p55jphjppkeps389wz9002u.png/82px-%E5%A4%B4%E5%83%8F_%E5%B8%AD%E6%81%A9.png,狙击猎兵,6791a07ef1014a639fcca8d0,235,90,90,席恩,3612,275,30,20,150,544,0,0,0,0,0,0,0.3,0.25,0.3,0.15,部队血量低于70%时，进入战斗后遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,弓兵
1000,248,154,https://patchwiki.biligame.com/images/langrisser/thumb/0/02/cb4f61ko6yaufcbsgqhbxhc4z809ojn.png/82px-%E5%A4%B4%E5%83%8F_%E5%A4%8F%E6%8F%90%E9%9B%85.png,真祖,6791a07ef1014a639fcca8d1,233,90,90,夏提雅,4686,353,30,20,150,600,0,0,0,0,0,0,0.3,0.35,0.2,0.15,攻击前每移动1格，部队遭受伤害降低3%（上限15%）。,部队血量100%时，伤害提升10%。,魔物
1000,361,87,https://patchwiki.biligame.com/images/langrisser/thumb/8/88/d86krxkwe8gidkx5d9cl6qni63bwnyr.png/82px-%E5%A4%B4%E5%83%8F_%E9%82%AA%E7%A5%9E%E5%BA%93%E9%B2%81%E5%8A%A0.png,裂心法师,6791a07ef1014a639fcca8d3,562,90,90,邪神库鲁加,3697,253,150,20,30,262,0,0,0,0,0,0,0.3,0.2,0.35,0.15,受到远程攻击时，遭受伤害降低10%。,部队血量低于70%时，伤害提升10%。,法师
1000,361,113,https://patchwiki.biligame.com/images/langrisser/thumb/8/88/d86krxkwe8gidkx5d9cl6qni63bwnyr.png/82px-%E5%A4%B4%E5%83%8F_%E9%82%AA%E7%A5%9E%E5%BA%93%E9%B2%81%E5%8A%A0.png,邪神,6791a07ef1014a639fcca8d4,591,90,90,邪神库鲁加,4170,272,150,20,30,262,0,0,0,0,0,0,0.3,0.2,0.35,0.15,受到具有“弱化效果”的部队攻击进入战斗时，遭受伤害降低10%。,与具有“弱化效果”的部队战斗时，伤害提升10%。,魔物
1000,214,154,https://patchwiki.biligame.com/images/langrisser/thumb/0/02/cb4f61ko6yaufcbsgqhbxhc4z809ojn.png/82px-%E5%A4%B4%E5%83%8F_%E5%A4%8F%E6%8F%90%E9%9B%85.png,诅咒骑士,6791a07ef1014a639fcca8d2,233,90,90,夏提雅,4686,331,30,20,150,569,0,0,0,0,0,0,0.3,0.35,0.2,0.15,主动攻击进入战斗时，部队遭受伤害降低10%。,受到攻击进入战斗时，伤害提升10%。,枪兵
1000,369,99,https://patchwiki.biligame.com/images/langrisser/thumb/e/e0/nfc3yk5zb8a2nolxum8h2385bf6m2m2.png/30px-%E6%97%B6%E7%A9%BA%E6%9E%A2%E7%BA%BD.png,异维法皇,6791a07ef1014a639fcca8d5,609,90,90,醒觉者,3986,259,150,20,30,256,0,0,0,0,0,0,0.2,0.4,0.15,0.25,部队血量高于80%时，遭受暴击率降低10%。,受到魔法攻击进入战斗时，伤害提升10%。,法师
1000,369,130,https://patchwiki.biligame.com/images/langrisser/thumb/e/e0/nfc3yk5zb8a2nolxum8h2385bf6m2m2.png/30px-%E6%97%B6%E7%A9%BA%E6%9E%A2%E7%BA%BD.png,渊狱召现者,6791a07ef1014a639fcca8d6,609,90,90,醒觉者,4307,278,150,20,30,256,0,0,0,0,0,0,0.2,0.4,0.15,0.25,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,与具有弱化效果"的部队战斗时，伤害提升10%。",魔物
1000,250,306,https://patchwiki.biligame.com/images/langrisser/thumb/d/d2/qksuwc5asoxqdqzk7oytwr2yobm8e57.png/82px-%E5%A4%B4%E5%83%8F_%E4%BF%AE%E6%9D%B0%E7%89%B9.png,大统帅,6791a07ef1014a639fcca8d7,240,90,90,修杰特,3806,273,30,20,150,535,0,0.05,0,0,0,0,0.2,0.4,0.15,0.25,部队血量低于50%时，遭受伤害降低10%。,部队血量高于80%时，暴击伤害提升10%。,刺客
1000,271,234,https://patchwiki.biligame.com/images/langrisser/thumb/d/d2/qksuwc5asoxqdqzk7oytwr2yobm8e57.png/82px-%E5%A4%B4%E5%83%8F_%E4%BF%AE%E6%9D%B0%E7%89%B9.png,铳击统帅,6791a07ef1014a639fcca8d8,240,90,90,修杰特,4120,285,30,20,150,535,0,0.05,0,0,0,0,0.2,0.4,0.15,0.25,被血量百分比高于自身的部队攻击时，进入战斗后遭受伤害降低10%。,部队血量100%时，暴击率提升10%。,弓兵
1000,301,164,https://patchwiki.biligame.com/images/langrisser/thumb/6/67/o3by2bvil0310bm8gk67ndtxq1rdi0t.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%AA%E8%8E%89.png,公主/雪莉,6791a07ef1014a639fcca8d9,233,90,90,雪莉,4232,290,30,20,150,595,0,0.1,0,0,0,0,0.15,0.3,0.3,0.25,受到攻击进入战斗时，遭受魔法伤害降低10%。,受到物理攻击进入战斗时，伤害提升10%。,SP僧侣
1000,333,211,https://patchwiki.biligame.com/images/langrisser/thumb/6/67/o3by2bvil0310bm8gk67ndtxq1rdi0t.png/82px-%E5%A4%B4%E5%83%8F_%E9%9B%AA%E8%8E%89.png,龙骑统帅,6791a07ef1014a639fcca8da,216,90,90,雪莉,3763,286,30,20,150,607,0,0.1,0,0,0,0,0.1,0.2,0.35,0.35,部队血量低于70%时，进入战斗后遭受伤害降低10%。,范围伤害提升10%。,飞兵
